Task,Modality,Feature_Encoder,Aggregation,Fusion,Fold,BA,MCC,AUC,F1-Score
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_0,0.7291804427456601,0.7476206800997652,0.9407873082449094,0.802729434076452
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_1,0.7597146042363434,0.7399480698100657,0.9469116213383632,0.8121733407356855
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_2,0.684294314381271,0.6234556616931923,0.9168594503662776,0.7410314746738637
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_3,0.7039273769708553,0.674981562644486,0.9272605330830088,0.7696000479536694
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_4,0.7465647396082178,0.7464755281831865,0.9309734852016882,0.8116931782504656
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_5,0.700081541646759,0.730332899669873,0.9545712573088782,0.7887532371439141
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_6,0.7425870361522535,0.7100271693511261,0.9358840977342756,0.7967430068964504
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_7,0.7095900621118012,0.6679637063924143,0.940019952513208,0.7605243672148437
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_8,0.7937875457875457,0.7695768306485737,0.9498940317921118,0.8324464057870457
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_9,0.715032967032967,0.7285828136596835,0.9424221938221568,0.7826715591897137
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_10,0.7152317247969422,0.6562056766299484,0.932799686223887,0.7625294550932732
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_11,0.6745717470934862,0.69061520377522,0.9290011586784054,0.7593681568155388
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_12,0.6886969262621436,0.6305936624684043,0.916301881250007,0.7372794098134438
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_13,0.78238127090301,0.7330716385098397,0.9362233253441068,0.8084565545120774
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_14,0.7950775601210384,0.7937920452844532,0.945511601944112,0.8477468336503869
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_15,0.8431794871794871,0.8477589400578395,0.962183504150834,0.8891701768056646
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_16,0.776058608058608,0.7302516230138604,0.925372867211884,0.8089781492781108
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_17,0.7565510431597389,0.6849791465879987,0.9259630517523804,0.7808006532734812
