Task,Modality,Feature_Encoder,Aggregation,Fusion,Fold,BA,MCC,AUC,F1-Score
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_0,0.6603585434173669,0.6558624659700409,0.907415061044884,0.7477296914211358
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_1,0.7654565826330533,0.7439613443973979,0.9310916876116696,0.8176338950574474
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_2,0.8040784313725491,0.7485853730793994,0.940912783510038,0.8175207261292167
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_3,0.792280112044818,0.7198272569747312,0.9578876521948124,0.8003455730976902
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_4,0.7064985994397759,0.675291590356647,0.9532280357998332,0.7640615939376253
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_5,0.7632605042016807,0.7585512055324571,0.9544347126302368,0.8179649986998548
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_6,0.848078431372549,0.7862484112017488,0.9419258779606068,0.8502266836033914
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_7,0.8440784313725491,0.8256437910689481,0.9467259730200608,0.8733776907630143
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_8,0.7778823529411765,0.7189248636944824,0.9073885353009312,0.8015600162397767
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_9,0.7496470588235293,0.7052734129862448,0.9381667267187436,0.7896975284331627
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_10,0.764750700280112,0.7168225576555103,0.9456167130539314,0.8010788090348813
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_11,0.8029467787114847,0.7742059703602256,0.949912433339198,0.8389485730287616
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_12,0.8294117647058824,0.7526924127228521,0.9301132743012426,0.8240515317508623
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_13,0.8215574229691877,0.8105696075838944,0.9457822798884788,0.8646137840777192
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_14,0.7064089635854341,0.698864531002411,0.9195303127809624,0.781248085890402
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_15,0.7154509803921568,0.6698637265361079,0.9184061542739338,0.7620579376910585
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_16,0.7260280112044819,0.6606999885273516,0.9506601105025744,0.7585847292421957
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_17,0.7500280112044818,0.7278474402483622,0.940060740065608,0.803079759217965
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_18,0.799126050420168,0.7843924023440586,0.9321958013270828,0.8453638252002521
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_19,0.7291652661064425,0.6875093313868067,0.9220891874296014,0.7767643412184972
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_20,0.6795966386554622,0.6730272429742553,0.9502180267278296,0.7626772390162531
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_21,0.7461736694677871,0.7023997123684538,0.9199324726231912,0.7897902816968769
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_22,0.6439775910364146,0.6305457906913557,0.9372117941333936,0.7280345205843355
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_23,0.794173669467787,0.7579334162322877,0.9603380425067248,0.8299782520667363
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_24,0.7862633053221287,0.7281247428049812,0.9525574901462937,0.8001333545998015
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_25,0.7394173669467787,0.713832988975977,0.9553525795492296,0.8002926534325608
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_26,0.6128291316526611,0.599425290419945,0.9025775758757928,0.6960242587601079
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_27,0.6881792717086835,0.6084446501048248,0.904828576009394,0.7169840687067924
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_28,0.7725042016806722,0.7708210844281915,0.9537895616533476,0.8318213290950006
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_29,0.7202240896358544,0.7140122528577661,0.9425645585361598,0.7859398114115096
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_30,0.7108907563025211,0.6261612470700557,0.9134954799765128,0.7347342284953078
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_31,0.7710364145658264,0.7087565244408758,0.9233910859885308,0.7944037992555513
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_32,0.6804593837535013,0.7002150611148948,0.9403289254079008,0.7728416927709381
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_33,0.6561680672268907,0.6335414050977694,0.9091950027724652,0.7316928354664204
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_34,0.7608403361344538,0.7297626464579545,0.9439710502226633,0.8096345738942826
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_35,0.7796526610644258,0.7198846650941184,0.9285587620947812,0.8081704073372298
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_36,0.8156078431372549,0.7847190650106123,0.942541785255697,0.8450088578641592
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_37,0.8144649859943976,0.811601832921091,0.9661573732268536,0.8648811390138234
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_38,0.7076526610644257,0.6870652287437317,0.9485412447743424,0.7764914645103324
