Task,Modality,Feature_Encoder,Aggregation,Fusion,Fold,BA,MCC,AUC,F1-Score
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_0,0.7468724319159101,0.7666235094039232,0.9369507655608662,0.8195424549640689
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_1,0.7425500875935659,0.7171341000202598,0.9428808985349856,0.7930298690719413
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_2,0.6846020066889633,0.6440348876427976,0.9089612877935674,0.7486585104990051
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_3,0.73668928173276,0.7032709706414456,0.915926798901696,0.7825476933386383
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_4,0.7954954610606785,0.7413812651891061,0.9334376793992384,0.8193408412925898
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_5,0.7307768752986143,0.6938478425726753,0.9460161536802162,0.7741238349618208
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_6,0.6438910654562828,0.6416269153240647,0.9041175747859966,0.7326009713238466
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_7,0.6787991718426502,0.6812550567381713,0.9337896917162744,0.7616857019342063
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_8,0.827898072941551,0.7577889417522153,0.946713173104768,0.8246484313224578
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_9,0.7086007326007325,0.6913785596826569,0.9321654881017652,0.7729680618945224
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_10,0.7025577321229495,0.6644753580445567,0.917632177870714,0.7612698944851538
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_11,0.7237146042363435,0.7031262331558612,0.9138969317952436,0.7855368729251548
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_12,0.6494588310240484,0.582212828559515,0.8886918868068963,0.6932505649486782
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_13,0.7855754100971492,0.7333706376045867,0.920503171782463,0.8098045997929337
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_14,0.8062863513298295,0.7510673950465935,0.942127284093274,0.82413971366874
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_15,0.7722127727345118,0.7758111558795152,0.9590349431736446,0.8323105826018526
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_16,0.7043223443223443,0.65937327094214,0.9155630972646606,0.7539750491391525
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_17,0.6651511387163561,0.6020498720697752,0.912501183469278,0.7215344442084846
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_18,0.7665717470934862,0.7286312542540774,0.935049713230278,0.8088644811342063
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_19,0.6877075967510751,0.6534462147409067,0.9071134434993914,0.7588320031385242
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_20,0.7364115304984871,0.676731699228337,0.92001488369137,0.7725671275560969
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_21,0.6857448638318203,0.6705741795217417,0.9326869927785376,0.76414369144411
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_22,0.7790699155916547,0.7663196138261295,0.9396533708756124,0.8325116816462941
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_23,0.7443369963369963,0.7298711601055307,0.946787716325732,0.8007977604453218
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_24,0.7330052556139511,0.6658828630077593,0.9350765397039392,0.765866977191203
5_class,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_25,0.8038687689122472,0.756762220768734,0.9012559819370146,0.8228733523062555
