Task,Modality,Feature_Encoder,Aggregation,Fusion,Fold,BA,MCC,AUC,F1-Score
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_0,0.8229411764705883,0.6742416554580051,0.8952941176470588,0.8780362891425226
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_1,0.7052941176470588,0.4823092687378773,0.8988235294117647,0.8067747515790321
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_2,0.8223529411764705,0.6224058650812289,0.871764705882353,0.8533692083798694
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_3,0.871764705882353,0.7299167382045831,0.92,0.8964872606663652
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_4,0.8423529411764705,0.6847058823529412,0.908235294117647,0.8805970149253731
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_5,0.8723529411764706,0.7970623485687589,0.8976470588235294,0.9228489559717852
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_6,0.8423529411764705,0.6847058823529412,0.9611764705882352,0.8805970149253731
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_7,0.871764705882353,0.7299167382045831,0.9611764705882352,0.8964872606663652
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_8,0.8223529411764705,0.6224058650812289,0.8611764705882353,0.8533692083798694
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_9,0.96,0.8629958891917764,0.9764705882352942,0.9421969101859126
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_10,0.7435294117647059,0.4702117301891036,0.8435294117647059,0.7947168917318171
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_11,0.8135294117647058,0.7116161215545416,0.9117647058823528,0.8890032595642476
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_12,0.7741176470588236,0.622163438357254,0.8447058823529412,0.8572899051540328
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_13,0.8623529411764705,0.756526156215175,0.9023529411764706,0.908527216856892
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_14,0.871764705882353,0.7299167382045831,0.9129411764705884,0.8964872606663652
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_15,0.8229411764705883,0.6742416554580051,0.8870588235294118,0.8780362891425226
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_16,0.8135294117647058,0.7116161215545416,0.9235294117647058,0.8890032595642476
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_17,0.8917647058823529,0.7996863572027434,0.9470588235294116,0.9246118641714918
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_18,0.871764705882353,0.7299167382045831,0.9270588235294118,0.8964872606663652
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_19,0.8911764705882352,0.7439577214897397,0.9552941176470588,0.8981423337478115
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_20,0.8029411764705883,0.6058823529411764,0.928235294117647,0.8507462686567164
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_21,0.8135294117647058,0.7116161215545416,0.9423529411764706,0.8890032595642476
LGG_vs_HGG,HE,conch_v1_5,small_clam_sb,Single_Stain,fold_22,0.8429411764705883,0.7547281276548332,0.9505882352941176,0.9061997703788748
